,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,City,Population
1959,FDI16,14.0,Regular,0.135662712,Frozen Foods,52.06399999999999,13,1987,High,Tier 2,Supermarket Type1,852.2239999999999,Brampton,593638
1960,DRF36,16.1,Low Fat,0.023613955,Soft Drinks,192.8846,49,1999,Medium,Tier 1,Supermarket Type1,5350.3688,Hamilton,747545
1961,FDW49,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.082152451,Canned,179.9002,27,1985,Medium,Tier 1,Supermarket Type3,4119.3046,Toronto,2731571
1962,FDB58,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.02363057,Snack Foods,141.7154,19,1985,Small,Tier 2,Grocery Store,425.4462,Barrie,197059
1963,NCJ18,12.35,Low Fat,0.164274416,Household,119.8124,45,2002,Small,Tier 1,Supermarket Type1,2133.2232,Kingston,123798
1964,FDL51,20.7,Regular,0.047587685,Dairy,215.0876,45,2002,Small,Tier 1,Supermarket Type1,5145.3024,Kingston,123798
1965,FDS03,7.825,Low Fat,0.07995298299999999,Meat,62.7826,18,2009,Medium,Tier 3,Supermarket Type2,1162.4868,Missisauga,713443
1966,NCO54,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",low fat,0.024992442,Household,53.6614,19,1985,Small,Tier 2,Grocery Store,165.7842,Barrie,197059
1967,FDA48,12.1,Low Fat,0.11510702800000001,Baking Goods,222.0114,45,2002,Small,Tier 1,Supermarket Type1,3547.3824,Kingston,123798
1968,NCK06,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.008604657,Household,123.1756,27,1985,Medium,Tier 1,Supermarket Type3,1211.756,Toronto,2731571
1969,NCZ54,14.65,Low Fat,0.08352844599999999,Household,162.4552,45,2002,Small,Tier 1,Supermarket Type1,2274.3728,Kingston,123798
1970,FDW39,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.036731658,Meat,177.237,27,1985,Medium,Tier 1,Supermarket Type3,4763.799,Toronto,2731571
1971,FDI09,20.75,Regular,0.129337594,Seafood,238.188,46,1997,Small,Tier 1,Supermarket Type1,5033.448,London,383822
1972,NCO02,11.15,Low Fat,0.0,Others,65.0142,49,1999,Medium,Tier 1,Supermarket Type1,1120.5414,Hamilton,747545
1973,DRF13,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,49,1999,Medium,Tier 1,Supermarket Type1,2612.5992,Hamilton,747545
1974,FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,17,2007,Small,Tier 2,Supermarket Type1,4548.0798,Windsor,329144
1975,FDZ38,17.6,Low Fat,0.008046275,Dairy,173.7422,17,2007,Small,Tier 2,Supermarket Type1,5863.0348,Windsor,329144
1976,NCQ42,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.06875355799999999,Household,127.9678,19,1985,Small,Tier 2,Grocery Store,254.3356,Barrie,197059
1977,FDM14,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.013199737,Canned,108.9254,27,1985,Medium,Tier 1,Supermarket Type3,2713.135,Toronto,2731571
1978,FDC20,10.65,LF,0.023971463,Fruits and Vegetables,54.0272,46,1997,Small,Tier 1,Supermarket Type1,447.4176,London,383822
1979,FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,18,2009,Medium,Tier 3,Supermarket Type2,1631.8758,Missisauga,713443
1980,FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,45,2002,Small,Tier 1,Supermarket Type1,5331.7264,Kingston,123798
1981,FDE08,18.2,Low Fat,0.049396364000000005,Fruits and Vegetables,146.4734,49,1999,Medium,Tier 1,Supermarket Type1,3563.3616,Hamilton,747545
1982,FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,49,1999,Medium,Tier 1,Supermarket Type1,1603.2464,Hamilton,747545
1983,FDV50,14.3,Low Fat,0.12246920900000001,Dairy,121.973,13,1987,High,Tier 2,Supermarket Type1,2709.8059999999996,Brampton,593638
1984,FDF11,10.195,Regular,0.017730951000000002,Starchy Foods,239.8538,17,2007,Small,Tier 2,Supermarket Type1,4086.0146,Windsor,329144
1985,FDN09,14.15,LF,0.035016754,Snack Foods,245.3828,18,2009,Medium,Tier 3,Supermarket Type2,1705.7796,Missisauga,713443
1986,DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,45,2002,Small,Tier 1,Supermarket Type1,1402.1748,Kingston,123798
1987,NCV06,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.066358426,Household,195.2478,27,1985,Medium,Tier 1,Supermarket Type3,7168.6686,Toronto,2731571
1988,DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,10,1998,Small,Tier 3,Grocery Store,962.7468,Waterloo,104986
1989,DRF25,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.038736754,Soft Drinks,37.319,27,1985,Medium,Tier 1,Supermarket Type3,1281.665,Toronto,2731571
1990,FDE53,10.895,Low Fat,0.04499187599999999,Frozen Foods,107.228,10,1998,Small,Tier 3,Grocery Store,426.11199999999997,Waterloo,104986
1991,FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.33700000000002,46,1997,Small,Tier 1,Supermarket Type1,1764.37,London,383822
1992,FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,17,2007,Small,Tier 2,Supermarket Type1,1701.7848,Windsor,329144
1993,FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,46,1997,Small,Tier 1,Supermarket Type1,4357.661,London,383822
1994,NCX29,10.0,Low Fat,0.089135671,Health and Hygiene,146.9102,35,2004,Small,Tier 2,Supermarket Type1,3207.8244,Ottawa,1323783
1995,FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,35,2004,Small,Tier 2,Supermarket Type1,732.38,Ottawa,1323783
1996,DRJ47,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.04403602,Hard Drinks,173.308,27,1985,Medium,Tier 1,Supermarket Type3,6751.2119999999995,Toronto,2731571
1997,FDL43,10.1,Low Fat,0.027041858999999998,Meat,77.567,13,1987,High,Tier 2,Supermarket Type1,306.268,Brampton,593638
1998,FDZ43,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.056782237,Fruits and Vegetables,241.2512,27,1985,Medium,Tier 1,Supermarket Type3,8239.9408,Toronto,2731571
1999,FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,46,1997,Small,Tier 1,Supermarket Type1,193.082,London,383822
2000,FDJ50,8.645,Low Fat,0.021581922000000003,Canned,53.3982,35,2004,Small,Tier 2,Supermarket Type1,1209.7586,Ottawa,1323783
2001,FDV35,19.5,Low Fat,0.12820600099999999,Breads,155.9314,46,1997,Small,Tier 1,Supermarket Type1,3878.285,London,383822
2002,FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,17,2007,Small,Tier 2,Supermarket Type1,2693.8268,Windsor,329144
2003,DRL35,15.7,Low Fat,0.030765898,Hard Drinks,43.277,45,2002,Small,Tier 1,Supermarket Type1,649.155,Kingston,123798
2004,FDR01,5.405,Regular,0.053730029000000006,Canned,199.0742,45,2002,Small,Tier 1,Supermarket Type1,4777.7808,Kingston,123798
2005,FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,45,2002,Small,Tier 1,Supermarket Type1,1416.8224,Kingston,123798
2006,NCL17,7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,17,2007,Small,Tier 2,Supermarket Type1,2422.1804,Windsor,329144
2007,FDS13,6.465,Low Fat,0.0,Canned,263.1884,18,2009,Medium,Tier 3,Supermarket Type2,2914.8724,Missisauga,713443
2008,FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,45,2002,Small,Tier 1,Supermarket Type1,2380.9008,Kingston,123798
2009,FDW26,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.106538757,Dairy,222.3772,27,1985,Medium,Tier 1,Supermarket Type3,1556.6404,Toronto,2731571
2010,FDQ12,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.061999648,Baking Goods,230.00099999999998,19,1985,Small,Tier 2,Grocery Store,689.1030000000001,Barrie,197059
2011,FDX59,10.195,Low Fat,0.051618280999999995,Breads,31.9558,13,1987,High,Tier 2,Supermarket Type1,373.5138,Brampton,593638
2012,FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,17,2007,Small,Tier 2,Supermarket Type1,539.298,Windsor,329144
2013,FDQ55,13.65,Regular,0.013091186000000001,Fruits and Vegetables,114.8834,18,2009,Medium,Tier 3,Supermarket Type2,1612.5676,Missisauga,713443
2014,FDV46,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.022074764,Snack Foods,141.418,19,1985,Small,Tier 2,Grocery Store,559.2719999999999,Barrie,197059
2015,FDM28,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.079146113,Frozen Foods,181.46599999999998,19,1985,Small,Tier 2,Grocery Store,179.766,Barrie,197059
2016,FDT40,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,17,2007,Small,Tier 2,Supermarket Type1,763.0068,Windsor,329144
2017,DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,10,1998,Small,Tier 3,Grocery Store,756.3488,Waterloo,104986
2018,FDD51,11.15,Low Fat,0.0,Dairy,44.7744,45,2002,Small,Tier 1,Supermarket Type1,181.0976,Kingston,123798
2019,NCT17,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.041663111,Health and Hygiene,188.6214,27,1985,Medium,Tier 1,Supermarket Type3,6029.4848,Toronto,2731571
2020,NCW17,18.0,Low Fat,0.019386234,Health and Hygiene,126.8994,46,1997,Small,Tier 1,Supermarket Type1,3083.9856,London,383822
2021,NCY29,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.135226962,Health and Hygiene,56.293,19,1985,Small,Tier 2,Grocery Store,113.186,Barrie,197059
2022,DRH36,16.2,Low Fat,0.0,Soft Drinks,73.4696,13,1987,High,Tier 2,Supermarket Type1,2087.9488,Brampton,593638
2023,FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,49,1999,Medium,Tier 1,Supermarket Type1,2535.3664,Hamilton,747545
2024,NCA17,20.6,LF,0.045380404000000006,Health and Hygiene,148.4392,13,1987,High,Tier 2,Supermarket Type1,1789.6704,Brampton,593638
2025,FDT27,11.395,Regular,0.06958717099999999,Meat,234.6616,46,1997,Small,Tier 1,Supermarket Type1,4687.232,London,383822
2026,FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,13,1987,High,Tier 2,Supermarket Type1,3425.5409999999997,Brampton,593638
2027,FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,49,1999,Medium,Tier 1,Supermarket Type1,1657.842,Hamilton,747545
2028,FDX25,16.7,LF,0.10205577699999999,Canned,184.0292,46,1997,Small,Tier 1,Supermarket Type1,3101.2964,London,383822
2029,FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,17,2007,Small,Tier 2,Supermarket Type1,1347.5792,Windsor,329144
2030,FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,17,2007,Small,Tier 2,Supermarket Type1,2270.3779999999997,Windsor,329144
2031,FDD47,7.6,Regular,0.14238384699999998,Starchy Foods,172.3448,35,2004,Small,Tier 2,Supermarket Type1,2556.672,Ottawa,1323783
2032,FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,13,1987,High,Tier 2,Supermarket Type1,3779.0808,Brampton,593638
2033,FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,49,1999,Medium,Tier 1,Supermarket Type1,1505.3738,Hamilton,747545
2034,NCC55,10.695,Low Fat,0.06375108,Household,36.7848,35,2004,Small,Tier 2,Supermarket Type1,782.9808,Ottawa,1323783
2035,FDA38,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.04461205,Dairy,241.1538,19,1985,Small,Tier 2,Grocery Store,480.7076,Barrie,197059
